Grid,xgrid,ygrid,T0.01_dS2S,T0.01_dS2S_Uncertainty,T0.01_Phi,T0.01_Phi_Uncertainty
960,138.595683,35.3873378,0.02778,0.5229,50.59,28.9
961,138.637348,35.3873378,0.0323,0.5197,49.44,29.12
962,138.679013,35.3873378,0.0105,0.5367,52.09,28.97
963,138.720678,35.3873378,-0.01264,0.5385,50.25,28.9
964,138.762343,35.3873378,-0.04777,0.5177,50.67,28.46
965,138.804008,35.3873378,-0.09312,0.5347,51.3,29
966,138.845673,35.3873378,-0.1435,0.5201,48.52,28.62
967,138.887338,35.3873378,-0.2087,0.4997,51.16,28.95
968,138.929003,35.3873378,-0.2686,0.4897,50,28.94
969,138.970668,35.3873378,-0.3019,0.4664,48.61,29.31
970,139.012333,35.3873378,-0.3539,0.4409,50.76,28.82
971,139.053998,35.3873378,-0.3914,0.4118,50.93,28.8
972,139.095663,35.3873378,-0.4057,0.4192,49.74,28.57
973,139.137328,35.3873378,-0.3563,0.4261,48.85,28.8
974,139.178993,35.3873378,-0.3587,0.4645,50.81,28.67
975,139.220658,35.3873378,-0.3605,0.4626,51.24,28.75
976,139.262323,35.3873378,-0.3179,0.4543,49.06,28.76
977,139.303988,35.3873378,-0.2516,0.4276,50.66,28.56
978,139.345653,35.3873378,-0.1812,0.1866,0.8426,0.164
979,139.387318,35.3873378,-0.1584,0.4354,50.68,28.76
980,139.428983,35.3873378,-0.09391,0.4729,49.23,29
981,139.470648,35.3873378,-0.03859,0.485,48.69,28.87
982,139.512313,35.3873378,-0.01002,0.482,50.41,28.44
983,139.553978,35.3873378,-0.01598,0.5161,50.96,29.4
984,139.595643,35.3873378,-0.01265,0.5151,49.21,28.51
985,139.637308,35.3873378,-0.02262,0.5037,49.77,29.42
986,139.678973,35.3873378,-0.007219,0.5044,48.69,28.73
987,139.720638,35.3873378,-0.0177,0.4969,50.76,29.04
988,139.762303,35.3873378,0.02184,0.472,51.03,28.38
989,139.803968,35.3873378,0.04926,0.4446,50.8,28.92
990,139.845633,35.3873378,0.006251,0.4375,50.8,29.35
991,139.887298,35.3873378,-0.03639,0.472,50.81,29.75
992,139.928963,35.3873378,-0.0633,0.5103,50.46,29.1
993,139.970628,35.3873378,-0.1016,0.5238,50.87,28.62
994,140.012293,35.3873378,-0.145,0.5189,50.72,28.9
995,140.053958,35.3873378,-0.1855,0.5009,49.97,28.82
996,140.095623,35.3873378,-0.2084,0.4759,49.58,29.58
997,140.137288,35.3873378,-0.2203,0.4839,49.53,29.34
998,140.178953,35.3873378,-0.2138,0.4737,50.08,28.65
999,140.220618,35.3873378,-0.2059,0.4956,51.29,29.13
1000,140.262283,35.3873378,-0.225,0.5408,50.48,28.41
1001,140.303948,35.3873378,-0.2388,0.5497,49.11,28.9
1002,140.345613,35.3873378,-0.2321,0.5347,49.17,28.81
1003,140.387278,35.3873378,-0.2403,0.5157,48.8,29.22
1004,140.428943,35.3873378,-0.2611,0.5151,49.96,28.88
1005,140.470608,35.3873378,-0.2561,0.5086,49.68,28.96
1006,140.512273,35.3873378,-0.2629,0.5175,49.04,28.51
1007,140.553938,35.3873378,-0.2664,0.5224,48.74,28.57
1008,140.595603,35.3873378,-0.266,0.5334,49.87,29.17
1009,140.637268,35.3873378,-0.262,0.5228,49.91,29.21
1010,140.678933,35.3873378,-0.2838,0.5298,48.14,29.29
1011,140.720598,35.3873378,-0.2724,0.5556,50.06,28.93
1012,140.762263,35.3873378,-0.2556,0.5547,48.96,29.15
1013,140.803928,35.3873378,-0.2616,0.599,47.54,29.85
1014,140.845593,35.3873378,-0.2404,0.6139,51.2,28.92
1015,140.887258,35.3873378,-0.2282,0.6083,48.92,28.54
1016,140.928923,35.3873378,-0.2446,0.6105,51.42,28.64
1017,140.970588,35.3873378,-0.3046,0.5902,49.6,28.33
1018,141.012253,35.3873378,-0.3371,0.5946,50.06,28.84
1019,141.053918,35.3873378,-0.3613,0.6341,51.21,28.89
1020,141.095583,35.3873378,-0.394,0.7041,51.05,27.84
1021,138.304028,35.4290028,0.08375,0.7255,49.96,28.47
1022,138.345693,35.4290028,0.09536,0.6791,51.89,30.08
1023,138.387358,35.4290028,0.09072,0.6564,49.76,29.33
1024,138.429023,35.4290028,0.05184,0.6256,48.18,28.63
1025,138.470688,35.4290028,0.04926,0.5969,50,28.52
1026,138.512353,35.4290028,0.05095,0.5862,49.08,28.78
1027,138.554018,35.4290028,0.04871,0.5593,50.48,28.45
1028,138.595683,35.4290028,0.03898,0.5295,50.28,29.19
1029,138.637348,35.4290028,0.04987,0.5319,49.14,27.47
1030,138.679013,35.4290028,0.03853,0.5313,49.27,28.49
1031,138.720678,35.4290028,0.02009,0.5391,49.82,28.95
1032,138.762343,35.4290028,-0.04957,0.5269,49.82,28.44
1033,138.804008,35.4290028,-0.0681,0.5333,50.46,29.11
1034,138.845673,35.4290028,-0.1265,0.5208,50.46,28.6
1035,138.887338,35.4290028,-0.1814,0.4773,50.11,28.84
1036,138.929003,35.4290028,-0.2061,0.4799,50.12,29.08
1037,138.970668,35.4290028,-0.2536,0.4612,50.53,29.17
1038,139.012333,35.4290028,-0.3642,0.4298,49.77,28.61
1039,139.053998,35.4290028,-0.5258,0.1572,0.8101,0.1278
1040,139.095663,35.4290028,-0.3867,0.3992,49.3,28.91
1041,139.137328,35.4290028,-0.3838,0.4432,49.48,28.25
1042,139.178993,35.4290028,-0.3989,0.4385,49.94,28.39
1043,139.220658,35.4290028,-0.4357,0.4349,50.95,29
1044,139.262323,35.4290028,-0.3544,0.4655,48,29.03
1045,139.303988,35.4290028,-0.2519,0.4677,50.37,28.68
1046,139.345653,35.4290028,-0.1618,0.4637,50.81,28.37
1047,139.387318,35.4290028,-0.09521,0.481,51.19,28.11
1048,139.428983,35.4290028,-0.03077,0.4906,49.69,29.02
1049,139.470648,35.4290028,0.04626,0.4858,49.97,29.13
1050,139.512313,35.4290028,0.1131,0.4745,50.18,28.67
1051,139.553978,35.4290028,0.07732,0.47,50.46,28.19
1052,139.595643,35.4290028,0.05896,0.4901,51.83,28.71
1053,139.637308,35.4290028,0.04139,0.515,49.45,29.01
1054,139.678973,35.4290028,0.05464,0.5142,49.17,29.16
1055,139.720638,35.4290028,0.04954,0.4956,50.25,28.12
1056,139.762303,35.4290028,0.09395,0.4805,50.27,27.89
1057,139.803968,35.4290028,0.1142,0.474,48.76,28.53
1058,139.845633,35.4290028,0.08648,0.4865,50.96,29.22
1059,139.887298,35.4290028,0.03374,0.512,51,30.22
1060,139.928963,35.4290028,0.01703,0.5003,49.94,28.72
1061,139.970628,35.4290028,-0.03569,0.5253,49.67,28.34
1062,140.012293,35.4290028,-0.06327,0.5027,48.29,28.4
1063,140.053958,35.4290028,-0.1048,0.4946,49.44,28.93
1064,140.095623,35.4290028,-0.1261,0.509,49.45,28.64
1065,140.137288,35.4290028,-0.1683,0.4748,50.17,28.96
1066,140.178953,35.4290028,-0.1507,0.4769,50.3,28.52
1067,140.220618,35.4290028,-0.1581,0.4889,50.03,29.39
1068,140.262283,35.4290028,-0.1832,0.509,49.99,28.81
1069,140.303948,35.4290028,-0.1969,0.5397,48.71,27.93
1070,140.345613,35.4290028,-0.2183,0.547,49.3,28.59
1071,140.387278,35.4290028,-0.2354,0.5436,50.35,28.54
1072,140.428943,35.4290028,-0.2326,0.5146,49.21,28.87
1073,140.470608,35.4290028,-0.2252,0.5248,51.64,28.48
1074,140.512273,35.4290028,-0.2357,0.5123,51.67,29.42
1075,140.553938,35.4290028,-0.2516,0.5108,48.37,28.36
1076,140.595603,35.4290028,-0.2679,0.5039,50.04,28.33
1077,140.637268,35.4290028,-0.2657,0.499,49.84,28.74
1078,140.678933,35.4290028,-0.2979,0.5266,50.53,28.99
1079,140.720598,35.4290028,-0.3172,0.5417,51.65,27.96
1080,140.762263,35.4290028,-0.2858,0.5639,49.87,29.35
1081,140.803928,35.4290028,-0.2927,0.5793,49.98,28.16
1082,140.845593,35.4290028,-0.2903,0.5954,51.38,28.51
1083,140.887258,35.4290028,-0.2804,0.5988,50.28,28.48
1084,140.928923,35.4290028,-0.3015,0.5921,51.19,29.2
1085,140.970588,35.4290028,-0.3261,0.5931,50.07,28.69
1086,141.012253,35.4290028,-0.3689,0.6065,49.17,28.66
1087,141.053918,35.4290028,-0.396,0.6366,50.77,28.74
1088,141.095583,35.4290028,-0.4224,0.7108,50.65,28.63
1089,138.304028,35.4706678,0.06174,0.7247,50.18,29.22
1090,138.345693,35.4706678,0.09554,0.6753,49.1,28.99
1091,138.387358,35.4706678,0.08383,0.6335,49.61,29.28
1092,138.429023,35.4706678,0.06629,0.5949,52.27,27.77
1093,138.470688,35.4706678,0.05278,0.5945,49.5,28.65
1094,138.512353,35.4706678,0.05817,0.5733,50.27,28.69
1095,138.554018,35.4706678,0.07189,0.5522,49.51,28.67
1096,138.595683,35.4706678,0.03518,0.5391,50.31,29.07
1097,138.637348,35.4706678,0.02095,0.5281,51.1,28.96
1098,138.679013,35.4706678,0.03595,0.5654,50.36,29.05
1099,138.720678,35.4706678,0.03917,0.5375,50.85,28.37
1100,138.762343,35.4706678,-0.0117,0.5241,49.55,28.74
1101,138.804008,35.4706678,-0.05277,0.5563,50.28,29.06
1102,138.845673,35.4706678,-0.08683,0.5377,48.72,28.58
1103,138.887338,35.4706678,-0.1149,0.5143,51.21,29.03
1104,138.929003,35.4706678,-0.1559,0.5083,51.85,29.25
1105,138.970668,35.4706678,-0.1969,0.481,50.71,29.03
1106,139.012333,35.4706678,-0.2785,0.4549,48.32,29.25
1107,139.053998,35.4706678,-0.3204,0.4216,49.42,29.5
1108,139.095663,35.4706678,-0.2939,0.4343,50.79,29.06
1109,139.137328,35.4706678,-0.3317,0.4426,49.48,29.49
1110,139.178993,35.4706678,-0.4133,0.4233,50.03,29.26
1111,139.220658,35.4706678,-0.6068,0.1277,0.6689,0.1016
1112,139.262323,35.4706678,-0.3659,0.4306,50.57,28.94
1113,139.303988,35.4706678,-0.2347,0.4619,50.75,29.1
1114,139.345653,35.4706678,-0.1289,0.4653,51.55,29.3
1115,139.387318,35.4706678,-0.06188,0.47,50.4,29.09
1116,139.428983,35.4706678,0.05343,0.4868,49.05,29.55
1117,139.470648,35.4706678,0.192,0.4582,52.16,28.7
1118,139.512313,35.4706678,0.325,0.4441,50.64,29.25
1119,139.553978,35.4706678,0.2221,0.4433,51.09,28.29
1120,139.595643,35.4706678,0.141,0.4697,50.95,28.99
1121,139.637308,35.4706678,0.1228,0.5206,50.43,28.17
1122,139.678973,35.4706678,0.1276,0.5024,50.36,28.82
1123,139.720638,35.4706678,0.1225,0.4805,49.44,28.49
1124,139.762303,35.4706678,0.1531,0.4859,50.14,28.62
1125,139.803968,35.4706678,0.161,0.4732,48.07,28.58
1126,139.845633,35.4706678,0.1515,0.5075,50.99,28.91
1127,139.887298,35.4706678,0.1053,0.499,48.11,27.71
1128,139.928963,35.4706678,0.08485,0.5014,50.27,27.98
1129,139.970628,35.4706678,0.03511,0.5025,49.26,28.48
1130,140.012293,35.4706678,-0.001836,0.5073,49.78,27.62
1131,140.053958,35.4706678,-0.05485,0.5181,47.78,28.82
1132,140.095623,35.4706678,-0.05961,0.4962,50.02,28.83
1133,140.137288,35.4706678,-0.1186,0.4894,50.93,29.33
1134,140.178953,35.4706678,-0.08315,0.4887,50.32,28.16
1135,140.220618,35.4706678,-0.09729,0.467,50.88,28.41
1136,140.262283,35.4706678,-0.1159,0.4533,51.02,28.92
1137,140.303948,35.4706678,-0.1359,0.4933,49.24,29.06
1138,140.345613,35.4706678,-0.1589,0.52,48.12,29
1139,140.387278,35.4706678,-0.1818,0.5318,49.72,28.93
1140,140.428943,35.4706678,-0.1721,0.5303,50.31,29.11
1141,140.470608,35.4706678,-0.1997,0.5365,48.82,28.7
1142,140.512273,35.4706678,-0.2178,0.5517,50.21,28.98
1143,140.553938,35.4706678,-0.2446,0.5232,49.66,29.29
1144,140.595603,35.4706678,-0.2808,0.5385,49.5,28.56
1145,140.637268,35.4706678,-0.263,0.5232,50.05,28.42
1146,140.678933,35.4706678,-0.2853,0.5435,49.6,29.04
1147,140.720598,35.4706678,-0.3097,0.5411,50.09,28.72
1148,140.762263,35.4706678,-0.3095,0.5715,50.86,28.98
1149,140.803928,35.4706678,-0.3122,0.5838,49.32,29.02
1150,140.845593,35.4706678,-0.332,0.5905,50.33,28.84
1151,140.887258,35.4706678,-0.3324,0.5861,50.8,28.66
1152,140.928923,35.4706678,-0.3373,0.6016,49.67,29.18
1153,140.970588,35.4706678,-0.3402,0.6277,49.54,29.24
1154,141.012253,35.4706678,-0.3827,0.6235,50.66,29.35
1155,141.053918,35.4706678,-0.3925,0.6375,50.72,28.81
1156,141.095583,35.4706678,-0.4004,0.712,48.67,28.64
1157,138.304028,35.5123328,0.05335,0.737,49.57,29.52
1158,138.345693,35.5123328,0.07376,0.6694,49.95,28.45
1159,138.387358,35.5123328,0.0783,0.6053,50.88,29.03
1160,138.429023,35.5123328,0.07783,0.5907,49.23,28.75
1161,138.470688,35.5123328,0.06589,0.5666,50.56,28.84
1162,138.512353,35.5123328,0.0422,0.5695,49.52,28.54
1163,138.554018,35.5123328,0.05645,0.5271,49.82,28.86
1164,138.595683,35.5123328,0.02505,0.54,49,29.22
1165,138.637348,35.5123328,0.03662,0.5605,49.85,29.12
1166,138.679013,35.5123328,0.06779,0.5702,50.27,29.11
1167,138.720678,35.5123328,0.06533,0.5551,48.26,28.45
1168,138.762343,35.5123328,0.01036,0.5362,51.78,29.13
1169,138.804008,35.5123328,0.005717,0.5407,50.57,27.99
1170,138.845673,35.5123328,-0.0312,0.5407,51.65,29.24
1171,138.887338,35.5123328,-0.04851,0.4982,50.4,28.42
1172,138.929003,35.5123328,-0.07352,0.4901,50.14,28.51
1173,138.970668,35.5123328,-0.1205,0.4934,49.63,29.07
1174,139.012333,35.5123328,-0.1665,0.4745,49.05,28.21
1175,139.053998,35.5123328,-0.1942,0.4668,48.7,28.98
1176,139.095663,35.5123328,-0.2069,0.4633,51.01,28.55
1177,139.137328,35.5123328,-0.2247,0.4627,49.84,28.03
1178,139.178993,35.5123328,-0.2864,0.469,50.1,28.56
1179,139.220658,35.5123328,-0.3273,0.4323,48.94,29.12
1180,139.262323,35.5123328,-0.2599,0.4612,50.17,28.32
1181,139.303988,35.5123328,-0.159,0.4712,50.66,29.47
1182,139.345653,35.5123328,-0.07974,0.4822,50.01,28.75
1183,139.387318,35.5123328,-0.004911,0.4767,49.67,29.27
1184,139.428983,35.5123328,0.1152,0.4696,51.58,28.68
1185,139.470648,35.5123328,0.3235,0.4245,48.91,29.7
1186,139.512313,35.5123328,0.7578,0.09894,0.5626,0.07558
1187,139.553978,35.5123328,0.3494,0.4248,49.67,28.38
1188,139.595643,35.5123328,0.2117,0.4803,50.58,29.38
1189,139.637308,35.5123328,0.1594,0.5048,48.83,29.32
1190,139.678973,35.5123328,0.1347,0.4881,50.87,28.7
1191,139.720638,35.5123328,0.1508,0.4714,49.41,28.52
1192,139.762303,35.5123328,0.1636,0.4709,49.06,28.32
1193,139.803968,35.5123328,0.1481,0.4724,50.79,29.22
1194,139.845633,35.5123328,0.152,0.505,49.3,28.96
1195,139.887298,35.5123328,0.1385,0.5074,49.37,28.65
1196,139.928963,35.5123328,0.107,0.4894,49.91,28.76
1197,139.970628,35.5123328,0.05603,0.5099,49.57,28.68
1198,140.012293,35.5123328,0.02011,0.5151,49.74,28.48
1199,140.053958,35.5123328,-0.01671,0.5266,49.96,28.82
1200,140.095623,35.5123328,-0.02485,0.4903,48.77,28.82
1201,140.137288,35.5123328,-0.03145,0.5137,48.01,28.69
1202,140.178953,35.5123328,-0.03976,0.5093,49.33,28.78
1203,140.220618,35.5123328,-0.02158,0.4528,49.8,28.53
1204,140.262283,35.5123328,0.004381,0.4162,49.88,29.4
1205,140.303948,35.5123328,-0.02984,0.4744,49.39,29.35
1206,140.345613,35.5123328,-0.07082,0.4962,51.2,29.14
1207,140.387278,35.5123328,-0.1067,0.5156,49.11,29.2
1208,140.428943,35.5123328,-0.09417,0.5401,49.72,29.14
1209,140.470608,35.5123328,-0.1569,0.529,48.54,28.56
1210,140.512273,35.5123328,-0.1956,0.545,49.33,29.56
1211,140.553938,35.5123328,-0.2311,0.5142,49.28,28.83
1212,140.595603,35.5123328,-0.275,0.5192,50.52,29.26
1213,140.637268,35.5123328,-0.268,0.5285,51.07,28.76
1214,140.678933,35.5123328,-0.2637,0.5308,50.49,28.77
1215,140.720598,35.5123328,-0.3086,0.5357,50.62,28.88
1216,140.762263,35.5123328,-0.312,0.5565,50.11,28.46
1217,140.803928,35.5123328,-0.3341,0.572,49.58,28.55
1218,140.845593,35.5123328,-0.3569,0.6101,49.97,28.58
1219,140.887258,35.5123328,-0.3447,0.6074,50.01,28.56
1220,140.928923,35.5123328,-0.3333,0.6068,48.81,28.71
1221,140.970588,35.5123328,-0.331,0.6228,50.09,28.54
1222,141.012253,35.5123328,-0.3785,0.6073,49.67,28.74
1223,141.053918,35.5123328,-0.391,0.6441,50.14,28.48
1224,141.095583,35.5123328,-0.3882,0.7333,49.36,29.14
1225,138.304028,35.5539978,0.09005,0.7715,49.35,28.86
1226,138.345693,35.5539978,0.1031,0.656,49.48,28.57
1227,138.387358,35.5539978,0.1152,0.5954,50.48,29.27
1228,138.429023,35.5539978,0.121,0.556,49.26,28.84
1229,138.470688,35.5539978,0.1151,0.568,51.17,28.1
1230,138.512353,35.5539978,0.05186,0.5615,50.4,29.08
1231,138.554018,35.5539978,0.05665,0.5527,50.39,28.39
1232,138.595683,35.5539978,0.03819,0.554,49.14,28.54
1233,138.637348,35.5539978,0.03802,0.554,49.48,28.76
1234,138.679013,35.5539978,0.07509,0.556,50.41,29.05
1235,138.720678,35.5539978,0.07711,0.5648,49.76,28.93
1236,138.762343,35.5539978,0.05349,0.5627,49.3,28.88
1237,138.804008,35.5539978,0.04098,0.5657,48.86,29.54
1238,138.845673,35.5539978,0.01262,0.5427,48.34,29.16
1239,138.887338,35.5539978,-0.001904,0.5087,50.16,28.59
1240,138.929003,35.5539978,-0.01391,0.5094,50.23,28.73
1241,138.970668,35.5539978,-0.03521,0.4943,49.81,29.39
1242,139.012333,35.5539978,-0.05463,0.4987,47.99,28.32
1243,139.053998,35.5539978,-0.08389,0.4997,49.39,28.86
1244,139.095663,35.5539978,-0.09355,0.4905,48.69,29.04
1245,139.137328,35.5539978,-0.104,0.4689,49.48,28.94
1246,139.178993,35.5539978,-0.1508,0.4706,50.7,28.85
1247,139.220658,35.5539978,-0.1601,0.4708,50.93,28.85
1248,139.262323,35.5539978,-0.1376,0.4806,48.89,28.49
1249,139.303988,35.5539978,-0.0873,0.4974,49.43,28.87
1250,139.345653,35.5539978,-0.03844,0.5056,49.02,28.62
1251,139.387318,35.5539978,0.04152,0.5014,49.79,28.71
1252,139.428983,35.5539978,0.114,0.4841,50.02,28.91
1253,139.470648,35.5539978,0.2314,0.4699,48.91,29.33
1254,139.512313,35.5539978,0.3533,0.4486,49.81,29.1
1255,139.553978,35.5539978,0.2666,0.4787,49.22,28.85
1256,139.595643,35.5539978,0.2099,0.4803,49.95,28.55
1257,139.637308,35.5539978,0.1616,0.4754,48.96,28.91
1258,139.678973,35.5539978,0.1468,0.4671,50.79,28.78
1259,139.720638,35.5539978,0.1458,0.4755,51.25,28.55
1260,139.762303,35.5539978,0.1433,0.4766,49.04,28.74
1261,139.803968,35.5539978,0.1424,0.4991,49.82,28.45
1262,139.845633,35.5539978,0.1393,0.521,50.45,28.45
1263,139.887298,35.5539978,0.1286,0.5203,51.73,28.36
1264,139.928963,35.5539978,0.1115,0.5117,48.72,28.98
1265,139.970628,35.5539978,0.05409,0.5215,49.47,28.59
1266,140.012293,35.5539978,0.02299,0.5302,49.68,28.85
1267,140.053958,35.5539978,0.01856,0.5206,49.73,29.21
1268,140.095623,35.5539978,0.03021,0.4939,49.98,28.95
1269,140.137288,35.5539978,0.03748,0.5059,49.16,28.96
1270,140.178953,35.5539978,0.04506,0.4907,50.75,28.2
1271,140.220618,35.5539978,0.08702,0.4199,49.75,27.95
1272,140.262283,35.5539978,0.145,0.08171,0.478,0.06603
1273,140.303948,35.5539978,0.0463,0.4366,51.02,28.96
1274,140.345613,35.5539978,-0.01624,0.4916,49.66,29.48
1275,140.387278,35.5539978,-0.04735,0.5164,50.03,29.31
1276,140.428943,35.5539978,-0.06883,0.5194,50.85,29.24
1277,140.470608,35.5539978,-0.1222,0.5205,50.9,28.69
1278,140.512273,35.5539978,-0.146,0.5243,51.31,28.5
1279,140.553938,35.5539978,-0.1941,0.5237,48.4,29.24
1280,140.595603,35.5539978,-0.2253,0.5218,50.32,28.75
1281,140.637268,35.5539978,-0.2455,0.5219,49.21,28.92
1282,140.678933,35.5539978,-0.2882,0.5208,49.18,29.11
1283,140.720598,35.5539978,-0.3143,0.5098,49.97,28.57
1284,140.762263,35.5539978,-0.3409,0.5418,50.99,29.12
1285,140.803928,35.5539978,-0.3733,0.5477,49.74,28.48
1286,140.845593,35.5539978,-0.3842,0.5886,49.83,27.97
1287,140.887258,35.5539978,-0.39,0.6125,50.95,29.59
1288,140.928923,35.5539978,-0.385,0.5913,49.61,28.51
1289,140.970588,35.5539978,-0.3603,0.5873,47.99,28.85
1290,141.012253,35.5539978,-0.389,0.5903,49.95,28.9
1291,141.053918,35.5539978,-0.4015,0.6442,49.72,29.23
1292,141.095583,35.5539978,-0.3995,0.7253,50.73,29.34
1293,138.304028,35.5956628,0.09818,0.7483,49.62,28.95
1294,138.345693,35.5956628,0.1022,0.6534,49.82,28.64
1295,138.387358,35.5956628,0.1148,0.6174,50.7,29.53
1296,138.429023,35.5956628,0.1365,0.5918,50.16,29.14
1297,138.470688,35.5956628,0.1436,0.567,48.3,29
1298,138.512353,35.5956628,0.1093,0.5532,50.14,28.91
1299,138.554018,35.5956628,0.08684,0.5694,48.2,28.48
1300,138.595683,35.5956628,0.07555,0.5527,49.22,28.78
1301,138.637348,35.5956628,0.06962,0.538,49.94,28.94
1302,138.679013,35.5956628,0.09999,0.5473,50.45,28.54
1303,138.720678,35.5956628,0.1076,0.554,51.86,28.75
1304,138.762343,35.5956628,0.09619,0.5502,49.48,28.77
1305,138.804008,35.5956628,0.1021,0.543,50.21,29.36
1306,138.845673,35.5956628,0.07272,0.5163,50.4,28.46
1307,138.887338,35.5956628,0.04985,0.5015,49.72,29.05
1308,138.929003,35.5956628,0.02531,0.4816,51.23,28.77
1309,138.970668,35.5956628,0.01675,0.5001,47.87,28.44
1310,139.012333,35.5956628,0.005982,0.4755,50.59,29.32
1311,139.053998,35.5956628,-0.01765,0.4677,48.91,29.09
1312,139.095663,35.5956628,-0.009426,0.4667,49.98,29.1
1313,139.137328,35.5956628,-0.0129,0.425,50.16,29.35
1314,139.178993,35.5956628,-0.05907,0.4684,49.73,29.32
1315,139.220658,35.5956628,-0.06907,0.5041,50.1,28.27
1316,139.262323,35.5956628,-0.04184,0.4968,50.14,28.56
1317,139.303988,35.5956628,-0.03667,0.493,50.21,28.48
1318,139.345653,35.5956628,-0.01324,0.4929,49.26,29.57
1319,139.387318,35.5956628,0.02445,0.5107,48.92,28.84
1320,139.428983,35.5956628,0.0793,0.5018,51.72,28.46
1321,139.470648,35.5956628,0.1501,0.4874,49.8,28.77
1322,139.512313,35.5956628,0.1889,0.5014,51.01,29.27
1323,139.553978,35.5956628,0.1376,0.5237,50.45,28.46
1324,139.595643,35.5956628,0.1121,0.5106,51.24,28.7
1325,139.637308,35.5956628,0.1153,0.4948,49.53,28.86
1326,139.678973,35.5956628,0.1119,0.4945,51.02,28.56
1327,139.720638,35.5956628,0.1368,0.4935,50.08,29.03
1328,139.762303,35.5956628,0.1254,0.4852,50.98,28.29
1329,139.803968,35.5956628,0.1026,0.4939,49.73,29.28
1330,139.845633,35.5956628,0.1112,0.5005,48.86,29.49
1331,139.887298,35.5956628,0.07781,0.5166,50.57,29.02
1332,139.928963,35.5956628,0.08818,0.5087,50.49,29.07
1333,139.970628,35.5956628,0.08407,0.5158,50.6,28.68
1334,140.012293,35.5956628,0.07234,0.5049,49.47,28.96
1335,140.053958,35.5956628,0.0839,0.5152,50.95,29.73
1336,140.095623,35.5956628,0.1013,0.5055,48.49,28.74
1337,140.137288,35.5956628,0.1108,0.5077,49.37,29.09
1338,140.178953,35.5956628,0.1125,0.4995,50.62,28.22
1339,140.220618,35.5956628,0.1187,0.4696,50.83,28.9
1340,140.262283,35.5956628,0.1179,0.4356,49.45,28.04
1341,140.303948,35.5956628,0.08419,0.4472,52.38,28.09
1342,140.345613,35.5956628,0.03216,0.4818,52.01,28.78
1343,140.387278,35.5956628,-0.02312,0.5089,48.5,29.27
1344,140.428943,35.5956628,-0.06239,0.5308,50.53,29
1345,140.470608,35.5956628,-0.09909,0.5262,49.73,28.93
1346,140.512273,35.5956628,-0.1249,0.525,51.02,28.59
1347,140.553938,35.5956628,-0.1509,0.5102,49.35,28.85
1348,140.595603,35.5956628,-0.1728,0.5255,49.75,29.82
1349,140.637268,35.5956628,-0.2136,0.5327,49.8,28.88
1350,140.678933,35.5956628,-0.2683,0.5058,51.32,29.52
1351,140.720598,35.5956628,-0.3383,0.4995,49.48,28.32
1352,140.762263,35.5956628,-0.379,0.5116,49.29,28.37
1353,140.803928,35.5956628,-0.4011,0.5335,49.18,29.01
1354,140.845593,35.5956628,-0.4265,0.5692,51.23,28.78
1355,140.887258,35.5956628,-0.4366,0.5735,50.51,28.83
1356,140.928923,35.5956628,-0.4302,0.5649,50.56,28.75
1357,140.970588,35.5956628,-0.4138,0.59,50.1,28.85
1358,141.012253,35.5956628,-0.4105,0.6081,49.46,28.53
1359,141.053918,35.5956628,-0.3957,0.6476,53.07,28.19
1360,141.095583,35.5956628,-0.4179,0.7128,49.99,28.55
1361,138.304028,35.6373278,0.1325,0.7461,48.04,29.31
1362,138.345693,35.6373278,0.1194,0.6742,50.09,28.87
1363,138.387358,35.6373278,0.1496,0.636,50.87,28.41
1364,138.429023,35.6373278,0.1451,0.5957,48.38,28.74
1365,138.470688,35.6373278,0.1727,0.5602,48.6,28.95
1366,138.512353,35.6373278,0.1352,0.5662,49.56,29.02
1367,138.554018,35.6373278,0.1076,0.5466,51.57,28.63
1368,138.595683,35.6373278,0.1001,0.5527,50.54,29.62
1369,138.637348,35.6373278,0.0973,0.5508,49.79,29.26
1370,138.679013,35.6373278,0.1275,0.5222,49.58,29.34
1371,138.720678,35.6373278,0.1329,0.5078,50.42,28.44
1372,138.762343,35.6373278,0.1342,0.5152,50.27,28.84
1373,138.804008,35.6373278,0.1184,0.5127,51.25,29.25
1374,138.845673,35.6373278,0.1029,0.5166,48.64,28.98
1375,138.887338,35.6373278,0.06306,0.5077,50.35,28.74
1376,138.929003,35.6373278,0.03494,0.492,50.31,28.71
1377,138.970668,35.6373278,0.06121,0.5097,49.72,29.05
1378,139.012333,35.6373278,0.05168,0.5017,50.78,29.13
1379,139.053998,35.6373278,0.03653,0.4987,50.77,29.78
1380,139.095663,35.6373278,0.07891,0.4303,49.55,29.35
1381,139.137328,35.6373278,0.204,0.08275,0.5101,0.0602
1382,139.178993,35.6373278,0.08275,0.4336,51.16,29.38
1383,139.220658,35.6373278,0.02854,0.4742,48.64,28.58
1384,139.262323,35.6373278,0.03041,0.459,49.6,28.62
1385,139.303988,35.6373278,-0.006652,0.4948,49.43,27.86
1386,139.345653,35.6373278,0.01497,0.498,49.89,28.33
1387,139.387318,35.6373278,0.04343,0.5156,51.8,28.14
1388,139.428983,35.6373278,0.05705,0.5346,50.72,29.02
1389,139.470648,35.6373278,0.08014,0.5335,52.46,29.09
1390,139.512313,35.6373278,0.08705,0.5562,50.89,28.92
